=== Skipped Methods (VerifyError/Exceptions during body building) ===
Format: methodSig | exceptionType | message
<org.apache.lucene.analysis.fr.FrenchAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.ga.IrishAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.gl.GalicianAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.hi.HindiAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.hu.HungarianAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.hunspell.Dictionary: int writeNormalizedWordEntry(java.lang.StringBuilder,org.apache.lucene.util.OfflineSorter$ByteSequencesWriter,java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.hy.ArmenianAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.id.IndonesianAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.it.ItalianAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.lt.LithuanianAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.lv.LatvianAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.ne.NepaliAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.nl.DutchAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.no.NorwegianAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.pt.PortugueseAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.ro.RomanianAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.ru.RussianAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.sr.SerbianAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.sv.SwedishAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.ta.TamilAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.te.TeluguAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.tr.TurkishAnalyzer: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.codecs.BufferingKnnVectorsWriter: void flush(int,org.apache.lucene.index.Sorter$DocMap)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.codecs.BufferingKnnVectorsWriter: org.apache.lucene.codecs.KnnFieldVectorsWriter addField(org.apache.lucene.index.FieldInfo)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.codecs.lucene95.Lucene95HnswVectorsWriter: java.util.Map getOldToNewOrdinalMap(org.apache.lucene.index.MergeState,org.apache.lucene.index.FieldInfo,int)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.document.FeatureField: org.apache.lucene.search.Query newSaturationQuery(java.lang.String,java.lang.String,float,java.lang.Float)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.document.FeatureField: org.apache.lucene.search.Query newLogQuery(java.lang.String,java.lang.String,float,float)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.document.FeatureField: org.apache.lucene.search.Query newLinearQuery(java.lang.String,java.lang.String,float)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.document.FeatureField: org.apache.lucene.search.Query newSigmoidQuery(java.lang.String,java.lang.String,float,float,float)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.document.LatLonPoint: org.apache.lucene.search.Query newDistanceFeatureQuery(java.lang.String,float,double,double,double)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.document.LongField: org.apache.lucene.search.Query newDistanceFeatureQuery(java.lang.String,float,long,long)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.document.SortedSetDocValuesRangeQuery: java.lang.String toString(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.geo.SimpleGeoJSONPolygonParser: void parseObject(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.geo.SimpleGeoJSONPolygonParser: java.util.List parseArray(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.index.CheckIndex: org.apache.lucene.index.CheckIndex$Status$SegmentInfoStatus testSegment(org.apache.lucene.index.SegmentInfos,org.apache.lucene.index.SegmentCommitInfo,java.io.PrintStream)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.index.FreqProxTermsWriter: void flush(java.util.Map,org.apache.lucene.index.SegmentWriteState,org.apache.lucene.index.Sorter$DocMap,org.apache.lucene.codecs.NormsProducer)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.index.FrozenBufferedUpdates: long applyDocValuesUpdates(org.apache.lucene.index.BufferedUpdatesStream$SegmentState,java.util.Map,long,boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.index.LiveIndexWriterConfig: java.lang.String toString()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.index.MergeState: void verifyIndexSort(java.util.List,org.apache.lucene.index.SegmentInfo)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.index.PointValuesWriter: void flush(org.apache.lucene.index.SegmentWriteState,org.apache.lucene.index.Sorter$DocMap,org.apache.lucene.codecs.PointsWriter)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.index.SegmentInfo: java.lang.String toString(int)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.index.SoftDeletesDirectoryReaderWrapper: org.apache.lucene.index.LeafReader wrap(org.apache.lucene.index.LeafReader,java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.search.BlendedTermQuery: java.lang.String toString(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.search.BooleanQuery: org.apache.lucene.search.Query rewrite(org.apache.lucene.search.IndexSearcher)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.search.FieldExistsQuery: org.apache.lucene.search.DocIdSetIterator getDocValuesDocIdSetIterator(java.lang.String,org.apache.lucene.index.LeafReader)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.search.SortField: org.apache.lucene.search.FieldComparator getComparator(int,boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.search.SortedNumericSortField: org.apache.lucene.search.FieldComparator getComparator(int,boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.search.TopDocs: org.apache.lucene.search.TopDocs mergeAux(org.apache.lucene.search.Sort,int,int,org.apache.lucene.search.TopDocs[],java.util.Comparator)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.store.DataInput: java.util.Set readSetOfStrings()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.store.DataInput: java.util.Map readMapOfStrings()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.util.BitSet: org.apache.lucene.util.BitSet of(org.apache.lucene.search.DocIdSetIterator,int)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.util.Counter: org.apache.lucene.util.Counter newCounter(boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.util.OfflineSorter: org.apache.lucene.util.OfflineSorter$Partition readPartition(org.apache.lucene.util.OfflineSorter$ByteSequencesReader)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.util.automaton.LevenshteinAutomata: void <init>(int[],int,boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.caffinitas.ohc.chunked.Uns: void <clinit>()> | java.lang.VerifyError | Cannot inherit from final class
<org.caffinitas.ohc.linked.Uns: void <clinit>()> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.core.JDTCompilerAdapter: boolean execute()> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.apt.dispatch.BaseMessagerImpl: org.eclipse.jdt.internal.compiler.apt.dispatch.AptProblem createProblem(javax.tools.Diagnostic$Kind,java.lang.CharSequence,javax.lang.model.element.Element,javax.lang.model.element.AnnotationMirror,javax.lang.model.element.AnnotationValue)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.apt.model.ElementsImpl: char[] getUnparsedDocComment(javax.lang.model.element.Element)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.ast.CaseStatement: org.eclipse.jdt.internal.compiler.ast.Expression getFirstValidExpression(org.eclipse.jdt.internal.compiler.lookup.BlockScope,org.eclipse.jdt.internal.compiler.ast.SwitchStatement)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.ast.CompilationUnitDeclaration: boolean isLambdaExpressionCopyContext(org.eclipse.jdt.internal.compiler.impl.ReferenceContext)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.ast.ConstructorDeclaration: void doFieldReachAnalysis(org.eclipse.jdt.internal.compiler.flow.FlowInfo,org.eclipse.jdt.internal.compiler.lookup.FieldBinding[])> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.ast.LambdaExpression: void generateCode(org.eclipse.jdt.internal.compiler.lookup.BlockScope,org.eclipse.jdt.internal.compiler.codegen.CodeStream,boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.ast.LocalDeclaration: org.eclipse.jdt.internal.compiler.lookup.TypeBinding checkInferredLocalVariableInitializer(org.eclipse.jdt.internal.compiler.lookup.BlockScope)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.batch.ClasspathJar: org.eclipse.jdt.internal.compiler.env.NameEnvironmentAnswer findClass(char[],java.lang.String,java.lang.String,java.lang.String,boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.batch.ClasspathJmod: org.eclipse.jdt.internal.compiler.env.NameEnvironmentAnswer findClass(char[],java.lang.String,java.lang.String,java.lang.String,boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.batch.ClasspathLocation: java.util.Collection selectModules(java.util.Set,java.util.Collection,java.util.function.Function)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.batch.ClasspathMultiReleaseJar: org.eclipse.jdt.internal.compiler.env.NameEnvironmentAnswer findClass(char[],java.lang.String,java.lang.String,java.lang.String,boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.batch.FileSystem: org.eclipse.jdt.internal.compiler.batch.FileSystem$Classpath getClasspath(java.lang.String,java.lang.String,boolean,org.eclipse.jdt.internal.compiler.env.AccessRuleSet,java.lang.String,java.util.Map,java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.batch.Main: org.eclipse.jdt.internal.compiler.env.IModule extractModuleDesc(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.classfmt.AnnotationInfo: java.lang.Object decodeDefaultValue()> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.codegen.CodeStream: void generateSyntheticBodyForDeserializeLambda(org.eclipse.jdt.internal.compiler.lookup.SyntheticMethodBinding,org.eclipse.jdt.internal.compiler.lookup.SyntheticMethodBinding[])> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.lookup.BlockScope: org.eclipse.jdt.internal.compiler.lookup.Binding getBinding(char[][],int,org.eclipse.jdt.internal.compiler.lookup.InvocationSite,boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.lookup.BlockScope: org.eclipse.jdt.internal.compiler.lookup.Binding getBinding(char[][],org.eclipse.jdt.internal.compiler.lookup.InvocationSite)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.lookup.ImplicitNullAnnotationVerifier: void checkNullSpecInheritance(org.eclipse.jdt.internal.compiler.lookup.MethodBinding,org.eclipse.jdt.internal.compiler.ast.AbstractMethodDeclaration,boolean,org.eclipse.jdt.internal.compiler.lookup.ParameterNonNullDefaultProvider,boolean,org.eclipse.jdt.internal.compiler.lookup.MethodBinding,org.eclipse.jdt.internal.compiler.lookup.MethodBinding[],org.eclipse.jdt.internal.compiler.lookup.Scope,org.eclipse.jdt.internal.compiler.lookup.ImplicitNullAnnotationVerifier$InheritedNonNullnessInfo[])> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.lookup.LookupEnvironment: org.eclipse.jdt.internal.compiler.lookup.TypeBinding getTypeFromSignature(char[],int,int,boolean,org.eclipse.jdt.internal.compiler.lookup.TypeBinding,char[][][],org.eclipse.jdt.internal.compiler.env.ITypeAnnotationWalker)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.lookup.ParameterizedGenericMethodBinding: org.eclipse.jdt.internal.compiler.lookup.MethodBinding computeCompatibleMethod(org.eclipse.jdt.internal.compiler.lookup.MethodBinding,org.eclipse.jdt.internal.compiler.lookup.TypeBinding[],org.eclipse.jdt.internal.compiler.lookup.Scope,org.eclipse.jdt.internal.compiler.lookup.InvocationSite)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.lookup.ParameterizedMethodBinding: void <init>(org.eclipse.jdt.internal.compiler.lookup.ParameterizedTypeBinding,org.eclipse.jdt.internal.compiler.lookup.MethodBinding)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.lookup.Scope: org.eclipse.jdt.internal.compiler.lookup.TypeBinding[] minimalErasedCandidates(org.eclipse.jdt.internal.compiler.lookup.TypeBinding[],java.util.Map)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.lookup.Scope: org.eclipse.jdt.internal.compiler.lookup.TypeBinding leastContainingInvocation(org.eclipse.jdt.internal.compiler.lookup.TypeBinding,java.lang.Object,java.util.ArrayList)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.lookup.SourceTypeBinding: boolean hasNonNullDefaultForType(org.eclipse.jdt.internal.compiler.lookup.TypeBinding,int,int)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.lookup.SyntheticMethodBinding: void <init>(int,org.eclipse.jdt.internal.compiler.lookup.ArrayBinding,char[],org.eclipse.jdt.internal.compiler.lookup.SourceTypeBinding)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.parser.JavadocParser: java.lang.Object createTypeReference(int,boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.parser.JavadocParser: boolean pushParamName(boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.parser.JavadocParser: java.lang.Object createModuleTypeReference(int,int)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.parser.Parser: void consumeUnaryExpression(int)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.parser.Parser: void consumeEnterVariable()> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.parser.Parser: void consumeLocalVariableDeclarationStatement()> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.parser.Parser: void consumeCastExpressionWithQualifiedGenericsArray()> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.parser.Parser: org.eclipse.jdt.internal.compiler.ast.NameReference getUnspecifiedReference(boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.parser.RecoveredAnnotation: void updateFromParserState()> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.problem.ProblemReporter: void nullityMismatch(org.eclipse.jdt.internal.compiler.ast.Expression,org.eclipse.jdt.internal.compiler.lookup.TypeBinding,org.eclipse.jdt.internal.compiler.lookup.TypeBinding,int,char[][])> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.problem.ProblemReporter: void nullityMismatchingTypeAnnotation(org.eclipse.jdt.internal.compiler.ast.Expression,org.eclipse.jdt.internal.compiler.lookup.TypeBinding,org.eclipse.jdt.internal.compiler.lookup.TypeBinding,org.eclipse.jdt.internal.compiler.ast.NullAnnotationMatching)> | java.lang.VerifyError | Cannot inherit from final class
<org.eclipse.jdt.internal.compiler.util.CharDelegateMap: org.eclipse.jdt.internal.compiler.util.CharArrayMapper getDelegate()> | java.lang.VerifyError | Cannot inherit from final class
<org.github.jamm.strategies.MemoryMeterStrategies: org.github.jamm.MemoryMeterStrategy createUnsafeStrategy(java.util.Optional,org.github.jamm.strategies.MemoryLayoutBasedStrategy)> | java.lang.VerifyError | Cannot inherit from final class
<org.github.jamm.strategies.MemoryMeterStrategies: org.github.jamm.MemoryMeterStrategy createSpecStrategy(java.util.Optional)> | java.lang.VerifyError | Cannot inherit from final class
<org.gridkit.jvmtool.stacktrace.LegacyThreadEventReader: org.gridkit.jvmtool.event.Event peekNext()> | java.lang.VerifyError | Cannot inherit from final class
<org.gridkit.jvmtool.stacktrace.LegacyThreadEventReader: org.gridkit.jvmtool.event.Event next()> | java.lang.VerifyError | Cannot inherit from final class
<org.hyperic.jni.CopyDependsTask: void validateAttributes()> | java.lang.VerifyError | Cannot inherit from final class
<org.hyperic.sigar.FileTail: void onChange(org.hyperic.sigar.FileInfo)> | java.lang.VerifyError | Cannot inherit from final class
<org.hyperic.sigar.test.SigarTestPrinter: void runTests(java.lang.Class[],java.lang.String[])> | java.lang.VerifyError | Cannot inherit from final class
<org.stringtemplate.v4.compiler.CodeGenerator: org.stringtemplate.v4.compiler.CodeGenerator$mapTemplateRef_return mapTemplateRef(int)> | java.lang.VerifyError | Cannot inherit from final class
<org.stringtemplate.v4.compiler.GroupParser: java.lang.Object keyValue()> | java.lang.VerifyError | Cannot inherit from final class
<org.stringtemplate.v4.misc.ObjectModelAdaptor: java.lang.reflect.Member findMember(java.lang.Class,java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.yaml.snakeyaml.parser.ParserImpl: org.yaml.snakeyaml.events.Event parseNode(boolean,boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.yaml.snakeyaml.scanner.ScannerImpl: org.yaml.snakeyaml.tokens.Token scanAnchor(boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.yaml.snakeyaml.scanner.ScannerImpl: void fetchFlowCollectionEnd(boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.yaml.snakeyaml.scanner.ScannerImpl: void fetchFlowCollectionStart(boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.yaml.snakeyaml.scanner.ScannerImpl: void fetchDocumentIndicator(boolean)> | java.lang.VerifyError | Cannot inherit from final class
<com.amazon.corretto.crypto.provider.EcUtils$1: com.amazon.corretto.crypto.provider.EcUtils$ECInfo apply(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<com.codahale.metrics.Slf4jReporter$Builder: com.codahale.metrics.Slf4jReporter build()> | java.lang.VerifyError | Cannot inherit from final class
<com.datastax.driver.core.DataTypeClassNameParser$Parser: java.lang.String toString()> | java.lang.VerifyError | Cannot inherit from final class
<com.datastax.driver.core.DataTypeCqlNameParser$Parser: java.lang.String toString()> | java.lang.VerifyError | Cannot inherit from final class
<com.datastax.driver.core.Responses$Error$1: com.datastax.driver.core.Responses$Error decode(com.datastax.shaded.netty.buffer.ByteBuf,com.datastax.driver.core.ProtocolVersion,com.datastax.driver.core.CodecRegistry)> | java.lang.VerifyError | Cannot inherit from final class
<com.datastax.shaded.metrics.Slf4jReporter$Builder: com.datastax.shaded.metrics.Slf4jReporter build()> | java.lang.VerifyError | Cannot inherit from final class
<com.datastax.shaded.netty.handler.ssl.JettyAlpnSslEngine$ClientEngine: void <init>(javax.net.ssl.SSLEngine,com.datastax.shaded.netty.handler.ssl.JdkApplicationProtocolNegotiator)> | java.lang.VerifyError | Cannot inherit from final class
<com.datastax.shaded.netty.handler.ssl.JettyAlpnSslEngine$ServerEngine: void <init>(javax.net.ssl.SSLEngine,com.datastax.shaded.netty.handler.ssl.JdkApplicationProtocolNegotiator)> | java.lang.VerifyError | Cannot inherit from final class
<com.datastax.shaded.netty.handler.ssl.ReferenceCountedOpenSslEngine$AsyncTaskDecorator: void <init>(com.datastax.shaded.netty.handler.ssl.ReferenceCountedOpenSslEngine,com.datastax.shaded.netty.internal.tcnative.AsyncTask)> | java.lang.VerifyError | Cannot inherit from final class
<com.datastax.shaded.netty.util.internal.PlatformDependent$Mpsc: java.util.Queue newMpscQueue()> | java.lang.VerifyError | Cannot inherit from final class
<com.datastax.shaded.netty.util.internal.PlatformDependent$Mpsc: java.util.Queue newChunkedMpscQueue(int,int)> | java.lang.VerifyError | Cannot inherit from final class
<com.fasterxml.jackson.annotation.JsonFormat$Value: void <init>(java.lang.String,com.fasterxml.jackson.annotation.JsonFormat$Shape,java.lang.String,java.lang.String,com.fasterxml.jackson.annotation.JsonFormat$Features,java.lang.Boolean)> | java.lang.VerifyError | Cannot inherit from final class
<com.fasterxml.jackson.databind.cfg.DatatypeFeatures$DefaultHolder: int collectDefaults(java.lang.Enum[])> | java.lang.VerifyError | Cannot inherit from final class
<com.github.benmanes.caffeine.cache.BoundedLocalCache$BoundedPolicy$BoundedEviction: java.util.Map hottestWeighted(long)> | java.lang.VerifyError | Cannot inherit from final class
<com.github.benmanes.caffeine.cache.BoundedLocalCache$BoundedPolicy$BoundedEviction: java.util.Map coldestWeighted(long)> | java.lang.VerifyError | Cannot inherit from final class
<com.google.common.base.Suppliers$MemoizingSupplier: java.lang.String toString()> | java.lang.VerifyError | Cannot inherit from final class
<com.google.common.base.Suppliers$NonSerializableMemoizingSupplier: java.lang.String toString()> | java.lang.VerifyError | Cannot inherit from final class
<com.google.common.collect.ImmutableMultimap$Builder: com.google.common.collect.ImmutableMultimap build()> | java.lang.VerifyError | Cannot inherit from final class
<com.google.common.collect.ImmutableSet$RegularSetBuilderImpl: com.google.common.collect.ImmutableSet$SetBuilderImpl review()> | java.lang.VerifyError | Cannot inherit from final class
<com.google.common.collect.ImmutableSetMultimap$Builder: com.google.common.collect.ImmutableSetMultimap build()> | java.lang.VerifyError | Cannot inherit from final class
<com.kenai.jffi.PageManager$SingletonHolder: void <clinit>()> | java.lang.VerifyError | Cannot inherit from final class
<com.sun.jna.platform.win32.COM.WbemcliUtil$WmiQuery: com.sun.jna.platform.win32.COM.WbemcliUtil$WmiResult enumerateProperties(com.sun.jna.platform.win32.COM.Wbemcli$IEnumWbemClassObject,java.lang.Class,int)> | java.lang.VerifyError | Cannot inherit from final class
<com.sun.jna.platform.win32.OaIdl$SAFEARRAY: java.lang.Object getElement(int[])> | java.lang.VerifyError | Cannot inherit from final class
<com.sun.jna.platform.win32.WinNT$SYSTEM_LOGICAL_PROCESSOR_INFORMATION_EX: com.sun.jna.platform.win32.WinNT$SYSTEM_LOGICAL_PROCESSOR_INFORMATION_EX fromPointer(com.sun.jna.Pointer)> | java.lang.VerifyError | Cannot inherit from final class
<inet.ipaddr.format.validate.IPAddressProvider$AllCreator: inet.ipaddr.format.IPAddressDivisionSeries getDivisionGrouping()> | java.lang.VerifyError | Cannot inherit from final class
<inet.ipaddr.format.validate.IPAddressProvider$LoopbackCreator: inet.ipaddr.IPAddress createVersionedAddress(inet.ipaddr.IPAddress$IPVersion)> | java.lang.VerifyError | Cannot inherit from final class
<inet.ipaddr.format.validate.IPAddressProvider$MaskCreator: inet.ipaddr.IPAddress createVersionedMask(inet.ipaddr.IPAddress$IPVersion,int,boolean)> | java.lang.VerifyError | Cannot inherit from final class
<io.github.jbellis.jvector.graph.GraphSearcher$Builder: io.github.jbellis.jvector.graph.GraphSearcher build()> | java.lang.VerifyError | Cannot inherit from final class
<io.netty.handler.ssl.JettyAlpnSslEngine$ClientEngine: void <init>(javax.net.ssl.SSLEngine,io.netty.handler.ssl.JdkApplicationProtocolNegotiator)> | java.lang.VerifyError | Cannot inherit from final class
<io.netty.handler.ssl.JettyAlpnSslEngine$ServerEngine: void <init>(javax.net.ssl.SSLEngine,io.netty.handler.ssl.JdkApplicationProtocolNegotiator)> | java.lang.VerifyError | Cannot inherit from final class
<io.netty.handler.ssl.ocsp.OcspClient$1: void run()> | java.lang.VerifyError | Cannot inherit from final class
<io.netty.handler.ssl.ocsp.OcspClient$2$1: void operationComplete(io.netty.channel.ChannelFuture)> | java.lang.VerifyError | Cannot inherit from final class
<io.netty.handler.ssl.ocsp.OcspClient$Initializer: void initChannel(io.netty.channel.socket.SocketChannel)> | java.lang.VerifyError | Cannot inherit from final class
<io.netty.handler.ssl.ocsp.OcspServerCertificateValidator$1: void operationComplete(io.netty.util.concurrent.Future)> | java.lang.VerifyError | Cannot inherit from final class
<io.netty.util.internal.PlatformDependent$Mpsc: java.util.Queue newMpscQueue()> | java.lang.VerifyError | Cannot inherit from final class
<io.netty.util.internal.PlatformDependent$Mpsc: java.util.Queue newChunkedMpscQueue(int,int)> | java.lang.VerifyError | Cannot inherit from final class
<net.openhft.chronicle.wire.SerializationStrategies$10: java.lang.Object newInstanceOrNull(java.lang.Class)> | java.lang.VerifyError | Cannot inherit from final class
<net.openhft.chronicle.wire.SerializationStrategies$11: java.lang.Object newInstanceOrNull(java.lang.Class)> | java.lang.VerifyError | Cannot inherit from final class
<net.openhft.chronicle.wire.WireMarshaller$CollectionFieldAccess: net.openhft.chronicle.wire.WireMarshaller$FieldAccess of(java.lang.reflect.Field)> | java.lang.VerifyError | Cannot inherit from final class
<net.openhft.chronicle.wire.WireMarshaller$FieldAccess: java.lang.Object create(java.lang.reflect.Field)> | java.lang.VerifyError | Cannot inherit from final class
